PetID,brillo,contraste,nitidez,saturacion,pct_pixeles_oscuros,pct_pixeles_claros
3422e4906,0.6691964705882354,0.19423822409466404,60.51982211083333,0.07419153594771241,0.000725,0.04364166666666667
5842f1ff5,0.30744362745098036,0.2463255298141711,502.3038251082639,0.4023425163398693,0.29875833333333335,0.016883333333333334
850a43f90,0.6500492492078799,0.30136657798696725,363.97880058162747,0.30662007220921156,0.11262075526932085,0.1169679449648712
97aa9eeac,0.5620977450980392,0.1773524711329341,24.170614159722223,0.09101388888888888,0.024008333333333333,0.0025666666666666667
8b693ca84,0.33740849054268174,0.1514391545707879,451.5089543388031,0.3084152493067934,0.07400568181818182,1.5782828282828283e-05
aaedd873d,0.3885701633986928,0.24472448762216567,4624.806403604931,0.23209287581699348,0.11118333333333333,0.022758333333333332
c02be41e6,0.493907369220751,0.15779881890551772,528.3741598981359,0.17281024648481777,0.026383763837638376,0.0007226322263222632
1fd342e17,0.6262366103848946,0.2624552163706652,662.4331070589795,0.20868150871459695,0.00017361111111111112,0.15870949074074073
f9d07d5fa,0.659843427741467,0.2485428625728775,1104.5680266587653,0.13150007262164126,0.003585185185185185,0.2800888888888889
1c92ce464,0.3877081699346405,0.30828937597427697,641.9081444788889,0.2651006862745098,0.32581666666666664,0.08383333333333333
6436c1a59,0.47093460784313723,0.21974000716204287,293.51255596604165,0.35981549019607845,0.0023166666666666665,0.08704166666666667
234a5a54c,0.4216199019607843,0.2835218540756172,356.37031484888894,0.39318372549019603,0.16381666666666667,0.10135
1a76190c5,0.4145635294117647,0.17173343415050615,1146.4149464530556,0.21895013071895425,0.00025,0.0272
543130f60,0.5145096337145969,0.2696126499868044,1203.696974824863,0.27954073052832246,0.07186631944444444,0.1407986111111111
deff069a2,0.445853826480425,0.19576125033660693,3543.2061108306957,0.373643615974818,0.026588628762541807,0.05535953177257525
4e3640544,0.5486616917983291,0.18648860509950288,2354.8124773348213,0.0981835897963735,0.058407699037620296,0.009308836395450569
671ffc570,0.4640738625547306,0.19517009467151497,837.709109613431,0.10836280855384225,0.034231391585760516,0.031367313915857606
aece6e7bf,0.46489149682861647,0.18303122018015017,611.212340948347,0.1263594556596585,0.05571975916803503,0.013669950738916256
c1e816568,0.46002735453700233,0.22324227974971647,482.154627712591,0.13481724324549352,0.0570417551309271,0.020355626326963906
ea159d8da,0.5013250740400327,0.14196296506392753,239.52564124161407,0.19919279769199347,0.0018033854166666667,0.0
af1035c81,0.46536115361366126,0.23180576650257093,109.60881167243379,0.37508254939740826,0.036127167630057806,0.046941233140655104
6fecc5cf7,0.42089488017429194,0.37616778639098414,378.3448127732433,0.23635634531590413,0.31939814814814815,0.23730902777777776
015c75c9e,0.4567646756233357,0.22534633748691757,250.9569756227614,0.34590141612200437,0.0428858024691358,0.04868055555555555
9609a0b86,0.29846941176470587,0.21730935170685622,1854.4463413177084,0.3401622222222222,0.25898333333333334,0.0028
d765ae877,0.508672385620915,0.15300382253296915,1121.7880696370441,0.2172718545751634,0.002916666666666667,0.00030208333333333335
8ce183889,0.41520223697528,0.18893373881578038,1154.3149864391187,0.17145907741924415,0.03139107611548556,0.000804899387576553
f0ef9c777,0.5481931962599854,0.20208147976350097,2076.1081163574886,0.3156257942992011,0.030868055555555555,0.106875
3181e5424,0.4542793462414205,0.24046278486800704,7409.9920569881215,0.2382339836519403,0.10307539682539682,0.025960735171261486
9883a048e,0.40546559447749136,0.19274103494523623,886.4998212451253,0.41109407358449,0.08155430711610487,0.0009831460674157304
b0dec8779,0.39372267117709703,0.20765831239234592,205.0921579728664,0.17866438012904842,0.02384185303514377,0.01577476038338658
e8d0907ae,0.5736668634008788,0.1907696861781627,171.71621509714657,0.20144124204865893,0.007976588628762542,0.006237458193979933
ef14861df,0.6945853564569588,0.21907048080189057,566.0694132577096,0.10846801141467645,0.015439869668246446,0.04658125987361769
a9bc357f0,0.3914800006808279,0.2945278977972465,1470.9009177083333,0.6293977736928105,0.21025607638888888,0.08621961805555556
aaf4a1439,0.49444986080852094,0.20574805158399748,4659.593810995847,0.3887860990075042,0.03781635802469136,0.02789351851851852
1e62e6022,0.3452210130718954,0.16782430678935073,106.52949968326386,0.20822934640522875,0.08749166666666666,0.0
4e797dcdd,0.5117559359681372,0.20070839324969222,2270.1593823141993,0.16293457988664217,0.000205078125,0.04394287109375
45d2ddcb8,0.4901461111111111,0.19025090292578598,517.7022258360416,0.2420381045751634,0.03175,0.004741666666666667
259b10a3e,0.366421937195931,0.23393819241753883,791.5714031219948,0.25849883969182214,0.14666666666666667,0.02580896686159844
d2490c888,0.4238900217864924,0.2605766940365443,4428.850722599505,0.28278448801742917,0.13361481481481483,0.0526962962962963
2c93c0c11,0.4664802106027596,0.25358644839838623,571.7533598234618,0.1849904003267974,0.07981481481481481,0.006788194444444445
35593da00,0.5224520394577584,0.18021127454750857,895.1636758535284,0.22638565117404985,0.022608024691358024,0.013364197530864198
4cc70e613,0.3765845077614379,0.1524099265409253,174.66676164611061,0.17177415236928104,0.040338541666666665,0.0028081597222222223
