PetID,perro_segmentado,pct_pixeles_perro_original,pct_pixeles_perro_modelo
3422e4906,True,0.41906666666666664,0.5600486288265306
5842f1ff5,True,0.5243416666666667,0.7106186224489796
850a43f90,True,0.24614314988290398,0.46151546556122447
97aa9eeac,True,0.37945833333333334,0.5979551977040817
8b693ca84,True,0.30506628787878787,0.6033761160714286
aaedd873d,True,0.07573333333333333,0.13221460459183673
c02be41e6,True,0.16984932349323492,0.39098373724489793
1fd342e17,True,0.16387152777777778,0.2532485650510204
f9d07d5fa,True,0.3150962962962963,0.4463488520408163
1c92ce464,True,0.2951166666666667,0.4626315369897959
6436c1a59,True,0.49246666666666666,0.5920161033163265
234a5a54c,True,0.2583916666666667,0.3994937818877551
1a76190c5,True,0.16835,0.2900390625
543130f60,True,0.33411024305555553,0.40138711734693877
deff069a2,True,0.0966304347826087,0.16747050382653061
4e3640544,True,0.12871391076115485,0.2570750956632653
671ffc570,True,0.44241100323624594,0.5714883609693877
aece6e7bf,True,0.34626436781609193,0.3766940369897959
c1e816568,True,0.5818869426751593,0.6521843112244898
ea159d8da,True,0.33450520833333336,0.5493861607142857
af1035c81,True,0.8061355973025048,0.9550382653061225
6fecc5cf7,True,0.3680324074074074,0.5616430165816326
015c75c9e,True,0.32405092592592594,0.5426698022959183
9609a0b86,True,0.37706666666666666,0.6297433035714286
d765ae877,True,0.5268229166666667,0.6770766900510204
8ce183889,True,0.268591426071741,0.5361328125
f0ef9c777,True,0.16553819444444445,0.21847098214285715
3181e5424,True,0.23045112781954888,0.34157764668367346
9883a048e,True,0.12196629213483146,0.23762356505102042
b0dec8779,True,0.6992252396166134,0.8701371173469388
e8d0907ae,True,0.4267391304347826,0.6456672512755102
ef14861df,True,0.17633787519747235,0.2308673469387755
a9bc357f0,True,0.22895833333333335,0.29789142219387754
aaf4a1439,True,0.18909722222222222,0.4051538584183674
1e62e6022,True,0.3232583333333333,0.527702487244898
4e797dcdd,True,0.4623779296875,0.5587930484693877
45d2ddcb8,True,0.32185,0.49051339285714285
259b10a3e,True,0.2197159565580618,0.3776307397959184
d2490c888,True,0.2406074074074074,0.34542410714285715
2c93c0c11,True,0.22107060185185184,0.35142299107142855
35593da00,True,0.26108796296296294,0.5008968431122449
4cc70e613,True,0.35561197916666665,0.5841039540816326
ff125cf8d,True,0.2681417624521073,0.3806202168367347
c30dd6e9a,True,0.33466814159292035,0.6119260204081632
be9474b85,True,0.2851678240740741,0.4154775191326531
815f4cc08,True,0.2848611111111111,0.5890266262755102
867308404,True,0.113725,0.1980030293367347
258667857,True,0.4886111111111111,0.5603475765306123
fd3172797,True,0.2165,0.35941485969387754
8df0bb3b3,True,0.21906666666666666,0.36501514668367346
3d0752cd9,True,0.433,0.5472536670918368
6a763a055,True,0.26890468227424746,0.4536631058673469
a44d42407,True,0.2675187969924812,0.46986607142857145
cc8401c02,True,0.15904079861111112,0.3395248724489796
43ddb2eb4,True,0.2629805194805195,0.35439253826530615
dae92dd61,True,0.5864814814814815,0.6889150191326531
a6ac8884b,True,0.21036666666666667,0.44056919642857145
d50e11ec5,True,0.17605337078651687,0.287906568877551
27b6e5aca,True,0.5413343060959792,0.6846898915816326
80ebea85c,True,0.17550167224080268,0.29528061224489793
b84dad49f,True,0.120625,0.2764269770408163
f0a2122d4,True,0.15432592592592592,0.24732940051020408
46d88ca3e,True,0.231796875,0.3885124362244898
c61f6507e,True,0.2069777777777778,0.46976642219387754
e464fcd4b,True,0.22911666666666666,0.31509088010204084
86379f12f,True,0.25207034951351603,0.44804288903061223
392d3346e,False,0.0,
35c0c3aca,True,0.34015833333333334,0.5038863201530612
d080818c3,True,0.3025725232621784,0.5061383928571429
6f0cb510a,True,0.37631944444444443,0.7222576530612245
61ac3c78c,True,0.2206020066889632,0.3812779017857143
368b2adc1,True,0.023242803627760253,0.03045280612244898
4c594983d,True,0.4068981481481482,0.5449019451530612
05f99fc56,True,0.3324505846325167,0.544921875
6d9b202c9,True,0.2748,0.45938297193877553
54791dc58,True,0.4198501872659176,0.46675701530612246
48b418070,True,0.30104166666666665,0.40700733418367346
8e0d65b3e,True,0.320725,0.42251275510204084
9a34ddc8b,True,0.21420833333333333,0.36924027423469385
474bccd75,True,0.07352150537634408,0.10518973214285714
e4abb93bf,True,0.4175916666666667,0.6590003188775511
a8cdba660,True,0.49696666666666667,0.6654575892857143
9bcd62ef1,True,0.11176666666666667,0.18718112244897958
c3f2f166d,True,0.17672222222222222,0.3893494897959184
687e9c33c,True,0.315634765625,0.41019610969387754
bb5f471dd,True,0.12337962962962963,0.20733019770408162
dcba09ff1,True,0.5150283797729618,0.7256855867346939
d7f938acd,True,0.193896484375,0.253109056122449
ea11b6f12,True,0.5126310861423221,0.6958904655612245
3332eb59c,True,0.06986666666666666,0.12187101403061225
594e3dc3f,True,0.3591497747747748,0.3573620854591837
fbb112b7e,True,0.414625,0.5712093431122449
d14d62508,True,0.37730902777777775,0.5887077487244898
747c82f83,True,0.2241,0.3365951849489796
c737c30d7,True,0.4655625,0.6486567283163265
03b0568b3,True,0.14354910846138916,0.24131058673469388
5c28a8cec,True,0.2549035812672176,0.3627431441326531
2c8ae4c7e,True,0.094072265625,0.11967873086734694
cd7bea671,True,0.2807175925925926,0.44240274234693877
aa189a931,True,0.30029320987654323,0.5144889987244898
3b4a987ba,True,0.20335910652920963,0.33924585459183676
1bbb46822,True,0.5779356911432383,0.8262914540816326
702bee848,True,0.3184664351851852,0.49314413265306123
66757255c,True,0.03613425925925926,0.03806600765306122
0b0f596b5,True,0.5637954545454545,0.8185387436224489
938bcf142,True,0.39109375,0.5369698660714286
bea72e6c5,True,0.22141975308641976,0.4502750318877551
52e555a3a,True,0.4298416666666667,0.6303013392857143
3998bcfec,True,0.1654331683168317,0.26907286352040816
e62e5aa26,True,0.2653935185185185,0.3911631058673469
1eb8a0278,True,0.22927777777777777,0.5181162308673469
207d61997,True,0.4649583333333333,0.7023078762755102
65d10be4d,True,0.5717083333333334,0.6303611288265306
c7b468b32,True,0.41325810185185186,0.5351163903061225
249112486,True,0.25989766081871346,0.3718311543367347
b243b8e93,True,0.3124375,0.4008689413265306
89523a695,True,0.5369555555555555,0.7195073341836735
b5fcc079e,True,0.5468833333333334,0.7039819834183674
d4e83ee5b,True,0.10400205761316872,0.2235530931122449
74e316be1,True,0.5899169389978214,0.6809430803571429
039509c40,True,0.564475,0.8009606186224489
eeb60466e,True,0.46685302734375,0.5402582908163265
82137b39f,True,0.19085207612456748,0.2780612244897959
f70251906,True,0.19719328703703703,0.32914142219387754
e83f846eb,True,0.09380833333333333,0.16384327168367346
60b9421cc,True,0.41985595703125,0.5095264668367347
ae03f99f2,True,0.23676666666666665,0.25843032525510207
6a5c652b5,True,0.4094675925925926,0.6118064413265306
706a9cd5c,True,0.30390939597315436,0.41579639668367346
62550cf78,True,0.273443287037037,0.40341996173469385
701c5afba,True,0.20591666666666666,0.28535554846938777
7bce76c66,True,0.6478327338129496,0.7972536670918368
3b0b88ac2,True,0.3422376543209876,0.6441924426020408
a88d34ee3,True,0.5784833333333333,0.7257254464285714
061378b30,True,0.30089527027027024,0.4587252869897959
d5b9e0322,True,0.29355509355509357,0.5005978954081632
a2dc697f6,True,0.3690335648148148,0.6049705038265306
be7b65c23,True,0.35562177835051545,0.41115274234693877
e37f4aa07,True,0.3302,0.5006975446428571
7de2f688b,True,0.13524305555555555,0.23244180484693877
e7020fa9a,True,0.25187934027777775,0.5098852040816326
be23e42d0,True,0.6096866096866097,0.7883450255102041
1c59cecac,True,0.12045833333333333,0.2100207270408163
e7e1904f4,True,0.1939820868200837,0.30602279974489793
d78d1dec0,True,0.02191550925925926,0.037388392857142856
0443d6f82,True,0.25455,0.42677774234693877
fa1a30192,True,0.4756916666666667,0.6824178890306123
d4d6997e3,True,0.16920833333333332,0.2943837691326531
d13d93f69,True,0.13133333333333333,0.29392538265306123
3bef75882,True,0.19604310344827586,0.2819276147959184
60bf93971,True,0.40691666666666665,0.670539700255102
e9eeadf82,True,0.3748038116591928,0.5581951530612245
a4530b1d0,True,0.31855432231372083,0.6028579400510204
da6bb3100,True,0.20845505617977528,0.3923389668367347
79669f807,True,0.20321565407772305,0.3852439413265306
3af2b1473,True,0.17590277777777777,0.35218032525510207
b8976d821,True,0.17231336805555555,0.3863002232142857
9eb98f34c,True,0.4496,0.6467036033163265
e317b2a73,True,0.21435,0.37294722576530615
ebd78e1d4,True,0.2515833333333333,0.43086336096938777
0822c54d5,True,0.429314381270903,0.6079998405612245
4036e0e12,True,0.5284227748691099,0.6569475446428571
0fb490c9b,True,0.5407916666666667,0.7945830676020408
284be445a,True,0.20116185897435898,0.3272082270408163
145883970,True,0.2967936197916667,0.5102439413265306
e3d9dc96d,True,0.20917438271604938,0.3619858099489796
6e643eba1,True,0.308175,0.34560347576530615
a1b3dafc9,True,0.25877859933035713,0.3184390943877551
bda2d149e,True,0.44953333333333334,0.5608258928571429
6cb5381cb,True,0.1980295566502463,0.42576132015306123
a8a8f95f6,True,0.3486574074074074,0.5602678571428571
5eeb10b7a,True,0.08223090277777778,0.13703762755102042
f03b04b1e,True,0.04014214046822742,0.06698421556122448
a672ea96d,True,0.15894589552238805,0.2958386479591837
aafb75ee8,True,0.32614166666666666,0.4901745854591837
e9cf01a21,True,0.2615104166666667,0.3879544005102041
1c74d62ed,True,0.508325,0.6541175063775511
2148c2ef6,True,0.33273890784982935,0.5228396045918368
479500716,True,0.23135802469135802,0.4590640943877551
1afdf61ec,True,0.3413333333333333,0.48447464923469385
110d4487e,True,0.20784379473555242,0.4516501913265306
27cede3cf,True,0.2161797417534722,0.27590880102040816
99dcd9020,True,0.19516666666666665,0.2858936543367347
a13ed5e9d,True,0.3381018518518519,0.600227200255102
82aa52460,True,0.27855172413793106,0.41408242984693877
4c9f111f1,True,0.18855902777777778,0.3279655612244898
eb6c692dc,True,0.43013758782201406,0.740234375
109c4f5a8,True,0.36766956162117453,0.5506417410714286
eb652ec07,True,0.358372641509434,0.5477519132653061
026ebf139,True,0.3138811728395062,0.6105907206632653
1a9733afb,True,0.01715927750410509,0.039740114795918366
1a54d4e92,True,0.5667013888888889,0.7682756696428571
8526200d3,True,0.24498842592592593,0.3434311224489796
8df39788a,True,0.14499565972222223,0.31491151147959184
045543730,True,0.19343424479166665,0.3368343431122449
bf50b399e,True,0.15436666666666668,0.26869419642857145
dee525fcd,True,0.35380859375,0.5272839604591837
ceed27182,True,0.2630439814814815,0.4194834183673469
9c87d70e5,True,0.43995659722222225,0.3914819834183674
4574e3de4,True,0.22790833333333332,0.39255819515306123
794a45833,True,0.34633680555555557,0.5369300063775511
800a7c025,True,0.28218364197530865,0.5073939732142857
6c75b9082,True,0.0704656862745098,0.1513073979591837
3f9f466d1,True,0.27121527777777776,0.31570870535714285
8bf9a6b80,True,0.056341145833333335,0.09833386479591837
3a3ae56f1,True,0.38113715277777777,0.43325494260204084
9718baba0,True,0.2524416666666667,0.40359933035714285
cdd7aee45,True,0.3211695906432748,0.6097935267857143
ba311fc1a,True,0.32472993827160496,0.5445432079081632
4060caeb1,True,0.21699166666666667,0.37448182397959184
5a2c8a05f,True,0.070330903664237,0.11910076530612244
75bbaa3fa,True,0.3316049382716049,0.6306999362244898
b4eb7f4df,True,0.3369097222222222,0.5106226084183674
fd32ce3ef,True,0.10902777777777778,0.18999123086734693
a15d8c8a8,True,0.17009114583333335,0.2412707270408163
ab599a6ac,True,0.20374421296296297,0.34970902423469385
81da09ea9,True,0.11538333333333334,0.2003547512755102
0f122f712,True,0.10045,0.17528300382653061
58a10d0cd,True,0.17714833059660645,0.3457629145408163
3b1976326,True,0.440075,0.6041533801020408
bfb33b149,True,0.42368055555555556,0.6994579081632653
375905770,True,0.4304397357028936,0.5915975765306123
9ec161c16,True,0.23991638795986622,0.3897680165816326
19f38a3f0,True,0.3909925925925926,0.618522799744898
e2f1f5377,True,0.5121333333333333,0.6025988520408163
b912b1114,True,0.33735537190082643,0.5788823341836735
bd9e9d9e2,True,0.2895888888888889,0.6381736288265306
084874570,True,0.5337166666666666,0.6132613201530612
3cc84c2f8,True,0.12843645484949834,0.22391183035714285
9a770c49a,True,0.14734536082474226,0.1484972895408163
997db5df5,True,0.23864583333333333,0.39564732142857145
8705145ca,True,0.073875,0.1750438456632653
81d97fa9f,True,0.4021683673469388,0.6319953762755102
78b07d4e0,True,0.13482253086419754,0.31411431760204084
fb3bd80d1,True,0.3300493381185835,0.5311902104591837
