PetID,perro_detectado,n_perros_detectados,confianza_deteccion,bbox_x,bbox_y,bbox_width,bbox_height,bbox_area,bbox_aspect_ratio,pct_imagen_ocupada_perro,centro_perro_x_norm,centro_perro_y_norm,distancia_centro_norm,perro_centrado
3422e4906,True,1,0.8403881192207336,15.0,1.0,264.0,384.0,101376.0,0.6875,0.8448,0.49,0.4825,0.030463092423455636,True
5842f1ff5,True,1,0.736454963684082,2.0,2.0,392.0,290.0,113680.0,1.3517241379310345,0.9473333333333334,0.495,0.49,0.014422205101855956,True
850a43f90,True,1,0.6659084558486938,108.0,113.0,298.0,281.0,83738.0,1.0604982206405693,0.3064183255269321,0.4015625,0.5936768149882904,0.19399198896508413,True
97aa9eeac,False,0,,,,,,,,,,,,
8b693ca84,True,1,0.5535799264907837,5.0,112.0,244.0,350.0,85400.0,0.6971428571428572,0.6739267676767676,0.4810606060606061,0.5979166666666667,0.17256053425540924,True
aaedd873d,True,1,0.7766416072845459,77.0,115.0,84.0,154.0,12936.0,0.5454545454545454,0.1078,0.39666666666666667,0.48,0.12806248474865697,True
c02be41e6,True,1,0.7941493391990662,1.0,132.0,258.0,190.0,49020.0,1.3578947368421053,0.3768450184501845,0.4797047970479705,0.47291666666666665,0.05121603720979166,True
1fd342e17,True,1,0.8694867491722107,106.0,160.0,143.0,311.0,44473.0,0.45980707395498394,0.25736689814814817,0.4930555555555556,0.6572916666666667,0.25180459796349147,False
f9d07d5fa,True,1,0.6740864515304565,19.0,2.0,179.0,292.0,52268.0,0.613013698630137,0.7743407407407408,0.4822222222222222,0.49333333333333335,0.02385139175999776,True
1c92ce464,True,1,0.6825292110443115,62.0,48.0,198.0,314.0,62172.0,0.6305732484076433,0.5181,0.5366666666666666,0.5125,0.04833218389437829,True
6436c1a59,True,2,0.754096269607544,0.0,25.0,381.0,247.0,94107.0,1.54251012145749,0.784225,0.47625,0.495,0.038470768123342686,True
234a5a54c,True,1,0.7662159204483032,107.0,71.0,281.0,225.0,63225.0,1.248888888888889,0.526875,0.61875,0.6116666666666667,0.2324994623649698,False
1a76190c5,True,1,0.7720343470573425,16.0,71.0,218.0,204.0,44472.0,1.0686274509803921,0.3706,0.4166666666666667,0.4325,0.14718695594379277,True
543130f60,True,1,0.6779285669326782,97.0,18.0,341.0,466.0,158906.0,0.7317596566523605,0.6896961805555556,0.5572916666666666,0.5229166666666667,0.08726406683802396,True
deff069a2,False,0,,,,,,,,,,,,
4e3640544,True,1,0.4220117926597595,21.0,25.0,71.0,124.0,8804.0,0.5725806451612904,0.30810148731408576,0.4448818897637795,0.38666666666666666,0.20469516568492827,False
671ffc570,True,2,0.8003554344177246,32.0,0.0,228.0,381.0,86868.0,0.5984251968503937,0.7028155339805825,0.47249190938511326,0.47625,0.05044026674739791,True
aece6e7bf,True,2,0.6225165128707886,0.0,71.0,139.0,181.0,25159.0,0.7679558011049724,0.3442665571975917,0.34236453201970446,0.4486111111111111,0.17887090655192933,True
c1e816568,True,2,0.7997912764549255,203.0,4.0,263.0,464.0,122032.0,0.5668103448275862,0.5397735314932767,0.7101910828025477,0.49166666666666664,0.2946689833857133,False
ea159d8da,True,1,0.8910989761352539,89.0,8.0,507.0,429.0,217503.0,1.1818181818181819,0.708017578125,0.53515625,0.4635416666666667,0.07126096406869613,True
af1035c81,True,1,0.6656514406204224,2.0,20.0,339.0,454.0,153906.0,0.7466960352422908,0.9266979768786127,0.4956647398843931,0.5145833333333333,0.0241975252367203,True
6fecc5cf7,True,1,0.6988707780838013,0.0,49.0,360.0,326.0,117360.0,1.1042944785276074,0.6791666666666667,0.5,0.44166666666666665,0.09333333333333334,True
015c75c9e,True,1,0.6158105134963989,2.0,92.0,191.0,381.0,72771.0,0.5013123359580053,0.5615046296296297,0.3611111111111111,0.5885416666666666,0.2058331681462754,False
9609a0b86,True,1,0.6991862654685974,70.0,12.0,325.0,276.0,89700.0,1.1775362318840579,0.7475,0.58125,0.5,0.13,True
d765ae877,True,1,0.7806382179260254,55.0,3.0,341.0,231.0,78771.0,1.4761904761904763,0.82053125,0.56375,0.49375,0.10951933753505656,True
8ce183889,True,1,0.8142340183258057,5.0,44.0,109.0,145.0,15805.0,0.7517241379310344,0.553105861767279,0.468503937007874,0.5177777777777778,0.04378913210605244,True
f0ef9c777,True,2,0.87077397108078,26.0,16.0,131.0,215.0,28165.0,0.6093023255813953,0.16299189814814816,0.25416666666666665,0.25729166666666664,0.4876758941938567,False
3181e5424,True,1,0.8855717182159424,40.0,38.0,320.0,423.0,135360.0,0.7565011820330969,0.706766917293233,0.5012531328320802,0.5197916666666667,0.030482055803149655,True
9883a048e,False,0,,,,,,,,,,,,
b0dec8779,False,0,,,,,,,,,,,,
e8d0907ae,True,1,0.6246108412742615,3.0,22.0,283.0,371.0,104993.0,0.7628032345013477,0.8778678929765886,0.48327759197324416,0.51875,0.03609878503475208,True
ef14861df,True,1,0.836344301700592,209.0,109.0,252.0,498.0,125496.0,0.5060240963855421,0.30977488151658766,0.5234375,0.5655608214849921,0.0980439681721846,True
a9bc357f0,True,1,0.6822754740715027,80.0,18.0,322.0,437.0,140714.0,0.7368421052631579,0.6107378472222222,0.5020833333333333,0.49270833333333336,0.01072461473019479,True
aaf4a1439,True,1,0.866047203540802,58.0,94.0,164.0,254.0,41656.0,0.6456692913385826,0.32141975308641973,0.5185185185185185,0.46041666666666664,0.07134892644125176,True
1e62e6022,False,0,,,,,,,,,,,,
4e797dcdd,True,5,0.8598085641860962,161.0,158.0,157.0,164.0,25748.0,0.9573170731707317,0.062861328125,0.37421875,0.375,0.25078246689735906,False
45d2ddcb8,True,1,0.7143292427062988,0.0,16.0,271.0,377.0,102167.0,0.7188328912466844,0.8513916666666667,0.45166666666666666,0.51125,0.0607289058027559,True
259b10a3e,True,1,0.6158162355422974,47.0,48.0,172.0,208.0,35776.0,0.8269230769230769,0.39850737956001114,0.5911111111111111,0.38095238095238093,0.22588321932030514,False
d2490c888,True,1,0.4493614435195923,39.0,23.0,174.0,127.0,22098.0,1.3700787401574803,0.32737777777777777,0.56,0.28833333333333333,0.3462356294651247,False
2c93c0c11,True,1,0.8395235538482666,101.0,52.0,174.0,403.0,70122.0,0.4317617866004963,0.4057986111111111,0.5222222222222223,0.528125,0.05230784942158405,True
35593da00,True,1,0.5781999826431274,19.0,94.0,244.0,233.0,56852.0,1.0472103004291846,0.43867283950617286,0.5222222222222223,0.43854166666666666,0.10932457565465578,True
4cc70e613,True,1,0.6547402739524841,0.0,54.0,525.0,270.0,141750.0,1.9444444444444444,0.615234375,0.41015625,0.525,0.15851803480692803,True
ff125cf8d,True,1,0.9192495942115784,5.0,32.0,292.0,209.0,61028.0,1.3971291866028708,0.5845593869731801,0.3775,0.5229885057471264,0.20671649226033534,False
c30dd6e9a,True,1,0.7834887504577637,18.0,47.0,154.0,259.0,39886.0,0.5945945945945946,0.44121681415929204,0.42035398230088494,0.44125,0.12886191570067002,True
be9474b85,True,2,0.6018896698951721,0.0,194.0,124.0,278.0,34472.0,0.4460431654676259,0.19949074074074075,0.17222222222222222,0.69375,0.5008104542749793,False
815f4cc08,True,1,0.6017110347747803,0.0,109.0,255.0,295.0,75225.0,0.864406779661017,0.5804398148148148,0.4722222222222222,0.534375,0.06582054552835195,True
867308404,True,1,0.4649254381656647,54.0,82.0,220.0,181.0,39820.0,1.2154696132596685,0.3318333333333333,0.5466666666666666,0.43125,0.12343419299367578,True
258667857,True,1,0.5726797580718994,0.0,2.0,347.0,471.0,163437.0,0.7367303609341825,0.9458159722222222,0.48194444444444445,0.4947916666666667,0.02321398046197353,True
fd3172797,True,1,0.7833790183067322,121.0,4.0,144.0,289.0,41616.0,0.4982698961937716,0.3468,0.4825,0.495,0.028635642126552705,True
8df0bb3b3,True,2,0.5676965117454529,22.0,35.0,118.0,203.0,23954.0,0.5812807881773399,0.35487407407407406,0.36,0.455,0.1827785545407338,True
3d0752cd9,True,2,0.6541033983230591,215.0,86.0,185.0,310.0,57350.0,0.5967741935483871,0.3584375,0.76875,0.6025,0.4067746612069144,False
6a763a055,True,1,0.8217242956161499,117.0,0.0,238.0,293.0,69734.0,0.8122866894197952,0.5830602006688963,0.59,0.4899665551839465,0.14467255661020223,True
a44d42407,True,1,0.5550670623779297,51.0,107.0,189.0,264.0,49896.0,0.7159090909090909,0.4689473684210526,0.5469924812030075,0.5975,0.17051099742444936,True
cc8401c02,True,1,0.6518035531044006,128.0,60.0,344.0,228.0,78432.0,1.5087719298245614,0.34041666666666665,0.46875,0.48333333333333334,0.056871973457804,True
43ddb2eb4,True,1,0.9048851132392883,34.0,29.0,312.0,327.0,102024.0,0.9541284403669725,0.6624935064935065,0.475,0.5,0.036024342667987104,True
dae92dd61,True,1,0.6237044334411621,0.0,140.0,359.0,334.0,119906.0,1.0748502994011977,0.6939004629629629,0.4986111111111111,0.6395833333333333,0.22333955215222304,False
a6ac8884b,True,1,0.7390568256378174,115.0,19.0,214.0,174.0,37236.0,1.2298850574712643,0.41373333333333334,0.555,0.4711111111111111,0.09997032200557879,True
d50e11ec5,True,1,0.6471537351608276,96.0,143.0,253.0,326.0,82478.0,0.7760736196319018,0.48266619850187265,0.625,0.6375,0.26639700181000797,False
27b6e5aca,True,1,0.668159008026123,1.0,20.0,252.0,450.0,113400.0,0.56,0.919260700389105,0.49416342412451364,0.5104166666666666,0.01917512722469744,True
80ebea85c,True,2,0.870816707611084,106.0,50.0,121.0,132.0,15972.0,0.9166666666666666,0.13354515050167223,0.5568561872909699,0.29,0.3432233299195522,False
b84dad49f,True,1,0.7019942998886108,2.0,162.0,249.0,170.0,42330.0,1.464705882352941,0.3266203703703704,0.4685185185185185,0.5145833333333333,0.039988458605311986,True
f0a2122d4,True,1,0.7936949133872986,0.0,100.0,184.0,114.0,20976.0,1.6140350877192982,0.31075555555555556,0.4088888888888889,0.5233333333333333,0.11553162145298383,True
46d88ca3e,True,1,0.7137301564216614,166.0,58.0,311.0,422.0,131242.0,0.7369668246445498,0.42722005208333336,0.50234375,0.5604166666666667,0.07259691797865803,True
c61f6507e,True,1,0.7505853772163391,121.0,12.0,168.0,210.0,35280.0,0.8,0.392,0.5125,0.52,0.029314624012750055,True
e464fcd4b,True,2,0.6267503499984741,1.0,90.0,392.0,155.0,60760.0,2.529032258064516,0.5063333333333333,0.4925,0.5583333333333333,0.07102112361825881,True
86379f12f,True,1,0.8183748126029968,104.0,35.0,167.0,316.0,52772.0,0.5284810126582279,0.4065357563805283,0.6918819188191881,0.40292275574112735,0.25350730119030057,False
392d3346e,False,0,,,,,,,,,,,,
35c0c3aca,True,1,0.8472064733505249,35.0,31.0,250.0,364.0,91000.0,0.6868131868131868,0.7583333333333333,0.5333333333333333,0.5325,0.06560487786742691,True
d080818c3,True,1,0.6713200807571411,0.0,37.0,203.0,237.0,48111.0,0.8565400843881856,0.6583333333333333,0.5,0.43194444444444446,0.11856068640114555,True
6f0cb510a,True,1,0.7050598859786987,5.0,4.0,495.0,353.0,174735.0,1.4022662889518414,0.7583984375,0.39453125,0.5013888888888889,0.18385300863293697,True
61ac3c78c,True,1,0.7824589610099792,19.0,57.0,196.0,262.0,51352.0,0.7480916030534351,0.4293645484949833,0.391304347826087,0.47,0.13874481358024096,True
368b2adc1,True,1,0.7996304035186768,179.0,46.0,394.0,513.0,202122.0,0.7680311890838206,0.49813190063091484,0.5875,0.47712933753943215,0.1284251084964631,True
4c594983d,True,1,0.8475130796432495,11.0,9.0,349.0,377.0,131573.0,0.9257294429708223,0.7614178240740741,0.5152777777777777,0.4114583333333333,0.1428480155814408,True
05f99fc56,True,1,0.39843690395355225,201.0,35.0,281.0,378.0,106218.0,0.7433862433862434,0.3696339086859688,0.53359375,0.49888641425389757,0.055016611204824734,True
6d9b202c9,True,1,0.5249000787734985,81.0,17.0,230.0,277.0,63710.0,0.8303249097472925,0.5309166666666667,0.49,0.5183333333333333,0.027202941017470887,True
54791dc58,True,5,0.695543646812439,116.0,42.0,143.0,128.0,18304.0,1.1171875,0.17138576779026218,0.702247191011236,0.265,0.45082542196055686,False
48b418070,True,1,0.6083065867424011,9.0,90.0,159.0,307.0,48813.0,0.5179153094462541,0.406775,0.295,0.60875,0.3013171087077533,False
8e0d65b3e,True,2,0.7248636484146118,44.0,3.0,138.0,211.0,29118.0,0.6540284360189573,0.24265,0.2825,0.3616666666666667,0.38556452118938533,False
9a34ddc8b,True,1,0.7322574853897095,17.0,122.0,273.0,170.0,46410.0,1.6058823529411765,0.38675,0.5116666666666667,0.5175,0.03130495168499706,True
474bccd75,True,1,0.8057786822319031,239.0,134.0,115.0,299.0,34385.0,0.38461538461538464,0.13593058191018342,0.562618595825427,0.590625,0.15319415765903566,True
e4abb93bf,True,1,0.750126302242279,0.0,20.0,373.0,245.0,91385.0,1.5224489795918368,0.7615416666666667,0.46625,0.475,0.061773780845922006,True
a8cdba660,True,1,0.6333521604537964,0.0,4.0,220.0,333.0,73260.0,0.6606606606606606,0.814,0.4888888888888889,0.42625,0.12901820541837053,True
9bcd62ef1,True,1,0.3352453112602234,44.0,72.0,162.0,323.0,52326.0,0.5015479876160991,0.43605,0.4166666666666667,0.58375,0.16720047846821492,True
c3f2f166d,True,1,0.5797243118286133,153.0,1.0,131.0,222.0,29082.0,0.5900900900900901,0.32313333333333333,0.54625,0.49777777777777776,0.08065017692835935,True
687e9c33c,True,1,0.6445645093917847,43.0,68.0,501.0,550.0,275550.0,0.9109090909090909,0.6727294921875,0.45859375,0.5359375,0.0775368485987469,True
bb5f471dd,True,1,0.8471675515174866,126.0,25.0,157.0,348.0,54636.0,0.4511494252873563,0.3161805555555556,0.5680555555555555,0.41458333333333336,0.15920810978785668,True
dcba09ff1,True,1,0.7333592176437378,4.0,7.0,269.0,387.0,104103.0,0.6950904392764858,0.9592271118973905,0.5091911764705882,0.5025062656641605,0.011151895567555423,True
d7f938acd,True,1,0.6509072780609131,226.0,159.0,308.0,430.0,132440.0,0.7162790697674418,0.32333984375,0.59375,0.584375,0.17837153991037918,True
ea11b6f12,True,1,0.6867902874946594,23.0,30.0,375.0,230.0,86250.0,1.6304347826086956,0.8075842696629213,0.52625,0.5430711610486891,0.06476022931683201,True
3332eb59c,True,1,0.6020410060882568,158.0,72.0,121.0,190.0,22990.0,0.6368421052631579,0.19158333333333333,0.54625,0.5566666666666666,0.1004987562112089,True
594e3dc3f,True,4,0.6774933338165283,161.0,341.0,111.0,120.0,13320.0,0.925,0.09375,0.731418918918919,0.8354166666666667,0.6205263518260327,False
fbb112b7e,True,1,0.6148561835289001,41.0,17.0,240.0,372.0,89280.0,0.6451612903225806,0.744,0.5366666666666666,0.5075,0.045607017003965515,True
d14d62508,True,1,0.699248194694519,14.0,106.0,294.0,370.0,108780.0,0.7945945945945946,0.6295138888888889,0.44722222222222224,0.60625,0.18141419765583702,True
747c82f83,True,2,0.6120904684066772,113.0,20.0,154.0,269.0,41426.0,0.5724907063197026,0.34521666666666667,0.475,0.515,0.043863424398922615,True
c737c30d7,True,1,0.3671320974826813,21.0,184.0,217.0,215.0,46655.0,1.0093023255813953,0.4859895833333333,0.5395833333333333,0.72875,0.3944117921217694,False
03b0568b3,True,1,0.8017096519470215,142.0,69.0,153.0,211.0,32283.0,0.7251184834123223,0.27242348294979873,0.5476190476190477,0.5875420875420876,0.12948240256914376,True
5c28a8cec,True,1,0.8107017874717712,7.0,112.0,349.0,257.0,89693.0,1.3579766536964981,0.6177203856749311,0.5,0.60125,0.14995655180655904,True
2c8ae4c7e,True,4,0.84861159324646,384.0,8.0,172.0,283.0,48676.0,0.607773851590106,0.118837890625,0.734375,0.23359375,0.5018046047298937,False
cd7bea671,True,1,0.6382101774215698,21.0,56.0,184.0,380.0,69920.0,0.4842105263157895,0.5395061728395062,0.4185185185185185,0.5125,0.08281241737891604,True
aa189a931,True,1,0.6930117607116699,37.0,68.0,231.0,394.0,91014.0,0.5862944162436549,0.7022685185185186,0.5648148148148148,0.5520833333333334,0.11082224236691443,True
3b4a987ba,False,0,,,,,,,,,,,,
1bbb46822,True,1,0.747968316078186,3.0,10.0,292.0,355.0,103660.0,0.8225352112676056,0.9407643369907521,0.5016835016835017,0.5053908355795148,0.008675897515392104,True
702bee848,True,1,0.8278416991233826,67.0,118.0,293.0,326.0,95518.0,0.8987730061349694,0.5527662037037037,0.5930555555555556,0.5854166666666667,0.17648575642873343,True
66757255c,True,1,0.84157395362854,75.0,47.0,69.0,140.0,9660.0,0.4928571428571429,0.07453703703703704,0.40555555555555556,0.24375,0.45618076483748754,False
0b0f596b5,True,1,0.7925460934638977,9.0,5.0,262.0,468.0,122616.0,0.5598290598290598,0.9289090909090909,0.509090909090909,0.4979166666666667,0.009734654576001946,True
938bcf142,True,2,0.7678025364875793,392.0,75.0,248.0,302.0,74896.0,0.8211920529801324,0.24380208333333334,0.80625,0.4708333333333333,0.49124840966663696,False
